[   1/1568] Verify package files        100% |  70.0   B/s |   1.5 KiB |  00m22s
[1480/1568] Installing vlc-plugins-extr 100% |  16.5 MiB/s |   1.9 MiB |  00m00s
[1481/1568] Installing audacity-0:3.7.4 100% |  71.3 MiB/s |  41.3 MiB |  00m01s
[1482/1568] Installing gnome-connection 100% |  10.7 MiB/s |   1.2 MiB |  00m00s
[1483/1568] Installing open-vm-tools-de 100% |   5.6 MiB/s | 450.0 KiB |  00m00s
[1484/1568] Installing setroubleshoot-0 100% |   4.6 MiB/s | 190.0 KiB |  00m00s
[1485/1568] Installing gnome-klotski-0: 100% |  14.4 MiB/s |   1.8 MiB |  00m00s
[1486/1568] Installing tali-0:40.9-7.fc 100% |  19.7 MiB/s |   2.8 MiB |  00m00s
[1487/1568] Installing five-or-more-0:4 100% |  14.9 MiB/s |   2.8 MiB |  00m00s
[1488/1568] Installing gnome-disk-utili 100% |  49.9 MiB/s |   6.7 MiB |  00m00s
[1489/1568] Installing gcolor3-0:2.4.0- 100% |   6.3 MiB/s | 342.1 KiB |  00m00s
[1490/1568] Installing gnome-color-mana 100% |  23.4 MiB/s |   3.1 MiB |  00m00s
[1491/1568] Installing four-in-a-row-0: 100% |  10.7 MiB/s |   1.4 MiB |  00m00s
[1492/1568] Installing gnome-tetravex-0 100% |  14.2 MiB/s |   2.0 MiB |  00m00s
[1493/1568] Installing hitori-0:44.0-6. 100% |   6.2 MiB/s | 791.2 KiB |  00m00s
[1494/1568] Installing iagno-0:3.38.1-1 100% |  49.5 MiB/s |  12.3 MiB |  00m00s
[1495/1568] Installing gnome-taquin-0:3 100% |  38.9 MiB/s |   5.6 MiB |  00m00s
[1496/1568] Installing fontforge-0:2023 100% |  64.2 MiB/s |  18.1 MiB |  00m00s
[1497/1568] Installing vlc-plugin-ffmpe 100% |  22.1 MiB/s | 293.5 KiB |  00m00s
[1498/1568] Installing libheif-freeworl 100% |  15.9 MiB/s | 146.1 KiB |  00m00s
[1499/1568] Installing vlc-1:3.0.21-24. 100% |   6.0 MiB/s | 377.0 KiB |  00m00s
>>> Running sysusers scriptlet: gnome-remote-desktop-0:48.1-1.fc42.x86_64       
>>> Finished sysusers scriptlet: gnome-remote-desktop-0:48.1-1.fc42.x86_64      
>>> Scriptlet output:                                                           
>>> Failed to connect to audit log, ignoring: Invalid argument                  
>>> Creating group 'gnome-remote-desktop' with GID 961.                         
>>> Creating user 'gnome-remote-desktop' (GNOME Remote Desktop) with UID 961 and
>>>                                                                             
[1500/1568] Installing gnome-remote-des 100% |  11.9 MiB/s |   1.8 MiB |  00m00s
[1501/1568] Installing gvfs-gphoto2-0:1 100% |   6.4 MiB/s | 163.8 KiB |  00m00s
[1502/1568] Installing gnome-background 100% | 149.5 MiB/s |  36.0 MiB |  00m00s
[1503/1568] Installing PackageKit-gtk3- 100% |   4.6 MiB/s |  23.4 KiB |  00m00s
[1504/1568] Installing paps-0:0.8.0-13. 100% |   3.9 MiB/s | 150.0 KiB |  00m00s
[1505/1568] Installing system-config-la 100% |   6.1 MiB/s | 440.4 KiB |  00m00s
[1506/1568] Installing spice-vdagent-0: 100% |   3.2 MiB/s | 213.3 KiB |  00m00s
[1507/1568] Installing default-fonts-ot 100% | 225.3 KiB/s | 692.0   B |  00m00s
[1508/1568] Installing virt-install-0:5 100% |   1.0 MiB/s |  36.1 KiB |  00m00s
[1509/1568] Installing PackageKit-comma 100% |   5.7 MiB/s |  34.8 KiB |  00m00s
[1510/1568] Installing pipewire-utils-0 100% |  19.0 MiB/s |   1.4 MiB |  00m00s
[1511/1568] Installing pipewire-codec-a 100% |   9.0 MiB/s |  46.1 KiB |  00m00s
[1512/1568] Installing pipewire-alsa-0: 100% |  19.5 MiB/s | 159.5 KiB |  00m00s
[1513/1568] Installing NetworkManager-w 100% |  22.5 MiB/s | 138.2 KiB |  00m00s
[1514/1568] Installing gvfs-smb-0:1.57. 100% |   5.5 MiB/s | 101.9 KiB |  00m00s
[1515/1568] Installing gvfs-archive-0:1 100% |   2.3 MiB/s |  40.9 KiB |  00m00s
[1516/1568] Installing gvfs-mtp-0:1.57. 100% |   8.6 MiB/s | 167.7 KiB |  00m00s
[1517/1568] Installing gvfs-afc-0:1.57. 100% |   7.2 MiB/s | 155.5 KiB |  00m00s
[1518/1568] Installing gvfs-afp-0:1.57. 100% |   9.4 MiB/s | 193.2 KiB |  00m00s
[1519/1568] Installing NetworkManager-p 100% |   9.0 MiB/s |  64.8 KiB |  00m00s
[1520/1568] Installing gnome-user-share 100% |   8.7 MiB/s | 771.5 KiB |  00m00s
[1521/1568] Installing libsane-hpaio-0: 100% |   9.4 MiB/s | 182.5 KiB |  00m00s
[1522/1568] Installing alsa-utils-0:1.2 100% |  18.2 MiB/s |   2.5 MiB |  00m00s
[1523/1568] Installing spice-webdavd-0: 100% | 866.9 KiB/s |  55.5 KiB |  00m00s
[1524/1568] Installing fprintd-pam-0:1. 100% |   4.4 MiB/s |  31.6 KiB |  00m00s
[1525/1568] Installing hyperv-daemons-0 100% |  40.4 KiB/s | 124.0   B |  00m00s
[1526/1568] Installing sane-backends-dr 100% |  65.6 MiB/s |  11.7 MiB |  00m00s
[1527/1568] Installing intel-media-driv 100% | 137.0 MiB/s |  37.4 MiB |  00m00s
[1528/1568] Installing libva-intel-medi 100% | 118.3 MiB/s |   9.6 MiB |  00m00s
[1529/1568] Installing vlc-plugins-free 100% |  34.4 MiB/s | 387.8 KiB |  00m00s
[1530/1568] Installing default-fonts-co 100% | 330.1 KiB/s | 676.0   B |  00m00s
[1531/1568] Installing default-fonts-co 100% | 334.0 KiB/s | 684.0   B |  00m00s
[1532/1568] Installing default-fonts-ot 100% | 337.9 KiB/s | 692.0   B |  00m00s
[1533/1568] Installing PackageKit-gstre 100% |   5.4 MiB/s |  27.4 KiB |  00m00s
[1534/1568] Installing qemu-guest-agent 100% |  13.2 MiB/s | 976.3 KiB |  00m00s
>>> Running %post scriptlet: qemu-guest-agent-2:9.2.4-1.fc42.x86_64             
>>> Finished %post scriptlet: qemu-guest-agent-2:9.2.4-1.fc42.x86_64            
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/dev-virtio\x2dports-org.qemu.guest_agen
>>> Unit /usr/lib/systemd/system/qemu-guest-agent.service is added as a dependen
>>>                                                                             
[1535/1568] Installing tinysparql-0:3.9 100% |  19.6 MiB/s |   2.5 MiB |  00m00s
[1536/1568] Installing gnome-epub-thumb 100% |   1.8 MiB/s |  68.5 KiB |  00m00s
[1537/1568] Installing optipng-0:7.9.1- 100% |   4.8 MiB/s | 185.8 KiB |  00m00s
[1538/1568] Installing nss-mdns-0:0.15. 100% |   9.2 MiB/s | 160.7 KiB |  00m00s
[1539/1568] Installing samba-client-2:4 100% |  22.0 MiB/s |   2.6 MiB |  00m00s
[1540/1568] Installing libva-intel-driv 100% | 127.9 MiB/s |   7.9 MiB |  00m00s
[1541/1568] Installing libertas-firmwar 100% |  76.4 MiB/s |   1.3 MiB |  00m00s
[1542/1568] Installing iwlwifi-mvm-firm 100% | 105.0 MiB/s |  65.9 MiB |  00m01s
[1543/1568] Installing iwlwifi-dvm-firm 100% | 101.2 MiB/s |   1.8 MiB |  00m00s
[1544/1568] Installing iwlegacy-firmwar 100% |  30.2 MiB/s | 123.9 KiB |  00m00s
[1545/1568] Installing intel-vsc-firmwa 100% | 133.1 MiB/s |   7.7 MiB |  00m00s
[1546/1568] Installing alsa-sof-firmwar 100% |  51.0 MiB/s |   9.8 MiB |  00m00s
>>> Running sysusers scriptlet: virtualbox-guest-additions-0:7.1.8-1.fc42.x86_64
>>> Finished sysusers scriptlet: virtualbox-guest-additions-0:7.1.8-1.fc42.x86_6
>>> Scriptlet output:                                                           
>>> Failed to connect to audit log, ignoring: Invalid argument                  
>>> Creating group 'vboxsf' with GID 960.                                       
>>> Creating user 'vboxadd' (n/a) with UID 959 and GID 1.                       
>>>                                                                             
[1547/1568] Installing virtualbox-guest 100% |  19.7 MiB/s |   3.4 MiB |  00m00s
>>> Running %post scriptlet: virtualbox-guest-additions-0:7.1.8-1.fc42.x86_64   
>>> Finished %post scriptlet: virtualbox-guest-additions-0:7.1.8-1.fc42.x86_64  
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/multi-user.target.wants/vboxservice.ser
>>>                                                                             
[1548/1568] Installing gnome-user-docs- 100% |  14.6 MiB/s |  61.5 MiB |  00m04s
[1549/1568] Installing systemd-oomd-def 100% | 238.3 KiB/s | 976.0   B |  00m00s
[1550/1568] Installing NetworkManager-a 100% |   7.9 MiB/s |  40.7 KiB |  00m00s
[1551/1568] Installing julietaula-monts 100% |  57.9 MiB/s |   5.6 MiB |  00m00s
[1552/1568] Installing mpage-0:2.5.7-22 100% |   2.0 MiB/s | 136.2 KiB |  00m00s
[1553/1568] Installing b43-openfwwf-0:5 100% |   3.5 MiB/s |  32.4 KiB |  00m00s
[1554/1568] Installing b43-fwcutter-0:0 100% |   1.1 MiB/s |  61.2 KiB |  00m00s
[1555/1568] Installing adobe-source-cod 100% |  41.4 MiB/s |   1.6 MiB |  00m00s
[1556/1568] Installing redhat-text-font 100% |  30.9 MiB/s | 791.5 KiB |  00m00s
[1557/1568] Installing redhat-display-f 100% |  29.5 MiB/s | 968.0 KiB |  00m00s
[1558/1568] Installing typetype-molot-f 100% |   2.5 MiB/s |  18.0 KiB |  00m00s
[1559/1568] Installing overpass-fonts-0 100% |  66.6 MiB/s |   1.9 MiB |  00m00s
[1560/1568] Installing open-sans-fonts- 100% |  90.7 MiB/s |   2.1 MiB |  00m00s
[1561/1568] Installing lato-fonts-0:2.0 100% | 101.2 MiB/s |  11.3 MiB |  00m00s
[1562/1568] Installing google-roboto-sl 100% |  68.5 MiB/s | 701.4 KiB |  00m00s
[1563/1568] Installing google-roboto-fo 100% |  87.0 MiB/s |   4.2 MiB |  00m00s
[1564/1568] Installing google-roboto-co 100% |  84.0 MiB/s |   2.8 MiB |  00m00s
[1565/1568] Installing campivisivi-titi 100% |  49.3 MiB/s | 958.5 KiB |  00m00s
[1566/1568] Installing astigmatic-grand 100% |   9.2 MiB/s |  56.8 KiB |  00m00s
[1567/1568] Installing adobe-source-san 100% |  83.3 MiB/s |   3.8 MiB |  00m00s
[1568/1568] Installing aajohan-comforta 100% |  30.8 KiB/s | 474.8 KiB |  00m15s
>>> Running %posttrans scriptlet: libvirt-daemon-driver-storage-core-0:11.0.0-3.
>>> Finished %posttrans scriptlet: libvirt-daemon-driver-storage-core-0:11.0.0-3
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtstoraged.socke
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtstoraged-ro.so
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtstoraged-admin
>>>                                                                             
>>> Running %posttrans scriptlet: libvirt-daemon-driver-network-0:11.0.0-3.fc42.
>>> Finished %posttrans scriptlet: libvirt-daemon-driver-network-0:11.0.0-3.fc42
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtnetworkd.socke
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtnetworkd-ro.so
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtnetworkd-admin
>>>                                                                             
>>> Running %posttrans scriptlet: libvirt-daemon-lock-0:11.0.0-3.fc42.x86_64    
>>> Finished %posttrans scriptlet: libvirt-daemon-lock-0:11.0.0-3.fc42.x86_64   
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtlockd.socket' 
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtlockd-admin.so
>>>                                                                             
>>> Running %posttrans scriptlet: libvirt-daemon-log-0:11.0.0-3.fc42.x86_64     
>>> Finished %posttrans scriptlet: libvirt-daemon-log-0:11.0.0-3.fc42.x86_64    
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtlogd.socket' 
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtlogd-admin.soc
>>>                                                                             
>>> Running %posttrans scriptlet: libvirt-daemon-driver-interface-0:11.0.0-3.fc4
>>> Finished %posttrans scriptlet: libvirt-daemon-driver-interface-0:11.0.0-3.fc
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtinterfaced.soc
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtinterfaced-ro.
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtinterfaced-adm
>>>                                                                             
>>> Running %posttrans scriptlet: libvirt-daemon-driver-nodedev-0:11.0.0-3.fc42.
>>> Finished %posttrans scriptlet: libvirt-daemon-driver-nodedev-0:11.0.0-3.fc42
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtnodedevd.socke
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtnodedevd-ro.so
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtnodedevd-admin
>>>                                                                             
>>> Running %posttrans scriptlet: libvirt-daemon-driver-nwfilter-0:11.0.0-3.fc42
>>> Finished %posttrans scriptlet: libvirt-daemon-driver-nwfilter-0:11.0.0-3.fc4
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtnwfilterd.sock
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtnwfilterd-ro.s
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtnwfilterd-admi
>>>                                                                             
>>> Running %posttrans scriptlet: libvirt-daemon-driver-secret-0:11.0.0-3.fc42.x
>>> Finished %posttrans scriptlet: libvirt-daemon-driver-secret-0:11.0.0-3.fc42.
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtsecretd.socket
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtsecretd-ro.soc
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtsecretd-admin.
>>>                                                                             
>>> Running %posttrans scriptlet: libvirt-daemon-proxy-0:11.0.0-3.fc42.x86_64   
>>> Finished %posttrans scriptlet: libvirt-daemon-proxy-0:11.0.0-3.fc42.x86_64  
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtproxyd.socket'
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtproxyd-ro.sock
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtproxyd-admin.s
>>>                                                                             
>>> Running %posttrans scriptlet: libvirt-daemon-driver-qemu-0:11.0.0-3.fc42.x86
>>> Finished %posttrans scriptlet: libvirt-daemon-driver-qemu-0:11.0.0-3.fc42.x8
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtqemud.socket' 
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtqemud-ro.socke
>>> Created symlink '/etc/systemd/system/sockets.target.wants/virtqemud-admin.so
>>> Created symlink '/etc/systemd/system/multi-user.target.wants/virtqemud.servi
>>>                                                                             
>>> Running %posttrans scriptlet: wireplumber-0:0.5.10-1.fc42.x86_64            
>>> Finished %posttrans scriptlet: wireplumber-0:0.5.10-1.fc42.x86_64           
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/user/pipewire-session-manager.service' 
>>> Created symlink '/etc/systemd/user/pipewire.service.wants/wireplumber.servic
>>>                                                                             
>>> Running %triggerin scriptlet: systemd-0:257.7-1.fc42.x86_64                 
>>> Finished %triggerin scriptlet: systemd-0:257.7-1.fc42.x86_64                
>>> Scriptlet output:                                                           
>>> Failed to connect to audit log, ignoring: Invalid argument                  
>>>                                                                             
Complete!

